symbol,open,high,low,ltP,ptsC,per,trdVol,trdVolM,ntP,mVal,wkhi,wklo,wkhicm_adj,wklocm_adj,xDt,cAct,previousClose,dayEndClose,iislPtsChange,iislPercChange,yPC,mPC
MAXHEALTH,466.15,467.55,461.50,461.55,-5.30,-1.14,8.50,0.85,39.50,0.40,477.80,330.10,.00,.00,31-DEC-2999,-,466.85,-,-5.30,-1.14,38.67,6.54
PRESTIGE,421.85,421.85,414.05,414.95,-4.80,-1.14,0.28,0.03,1.18,0.01,526.45,379.00,270.00,131.20,31-DEC-2999,-,419.75,-,-4.80,-1.14,-10.47,0.14
GLAXO,"1,295.55","1,296.00","1,276.00","1,280.65",-14.90,-1.15,0.03,0.00,0.42,0.00,"1,734.00","1,231.00","3,054.50","2,365.00",31-DEC-2999,-,"1,295.55",-,-14.90,-1.15,-17.67,-1.14
PETRONET,229.30,230.15,225.55,226.65,-2.65,-1.16,6.26,0.63,14.23,0.14,239.80,191.30,208.80,102.60,31-DEC-2999,-,229.30,-,-2.65,-1.16,15.61,6.18
CGPOWER,296.00,296.85,291.55,292.70,-3.60,-1.21,2.51,0.25,7.34,0.07,338.60,155.00,231.00,101.50,15-MAR-2023,INTERIM DIVIDEND - RS  1.50 PER SHARE,296.30,-,-3.60,-1.21,63.98,-8.50
GICRE,137.10,137.95,135.30,136.15,-1.70,-1.23,1.54,0.15,2.10,0.02,204.00,105.00,.00,.00,31-DEC-2999,-,137.85,-,-1.70,-1.23,17.73,-9.23
SUMICHEM,432.60,433.50,424.40,424.95,-5.35,-1.24,0.80,0.08,3.42,0.03,540.80,394.55,.00,.00,31-DEC-2999,-,430.30,-,-5.35,-1.24,4.98,-7.49
JKCEMENT,"2,840.00","2,840.00","2,770.80","2,802.05",-35.85,-1.26,0.82,0.08,22.94,0.23,"3,262.20","2,003.70",684.40,152.60,31-DEC-2999,-,"2,837.90",-,-35.85,-1.26,20.34,-2.34
ISEC,436.10,439.70,431.10,434.00,-5.80,-1.32,0.55,0.06,2.40,0.02,679.00,408.40,.00,.00,31-DEC-2999,-,439.80,-,-5.80,-1.32,-33.37,-9.34
FORTIS,251.45,251.50,245.85,247.20,-3.40,-1.36,2.11,0.21,5.24,0.05,325.00,219.75,136.00,93.10,31-DEC-2999,-,250.60,-,-3.40,-1.36,-7.40,-11.64
M&MFIN,226.65,226.65,220.50,224.60,-3.10,-1.36,24.90,2.49,55.43,0.55,272.00,156.45,356.50,229.25,31-DEC-2999,-,227.70,-,-3.10,-1.36,41.35,-12.30
NIACL,102.70,102.90,100.40,101.20,-1.50,-1.46,1.41,0.14,1.43,0.01,142.35,78.15,.00,.00,31-DEC-2999,-,102.70,-,-1.50,-1.46,-11.81,-3.57
AAVAS,"1,691.00","1,691.05","1,662.15","1,675.05",-25.80,-1.52,0.20,0.02,3.31,0.03,"2,634.95","1,614.65",.00,.00,31-DEC-2999,-,"1,700.85",-,-25.80,-1.52,-27.56,-11.88
L&TFH,84.65,84.85,82.80,83.35,-1.30,-1.54,20.31,2.03,16.99,0.17,98.30,65.95,88.25,62.30,31-DEC-2999,-,84.65,-,-1.30,-1.54,-4.47,-7.23
BANKINDIA,73.50,73.95,71.45,72.25,-1.15,-1.57,44.03,4.40,31.98,0.32,103.50,40.40,357.00,165.55,31-DEC-2999,-,73.40,-,-1.15,-1.57,52.75,1.90
TRIDENT,27.70,27.95,27.05,27.20,-0.45,-1.63,25.85,2.58,7.08,0.07,57.40,26.70,34.30,13.70,31-DEC-2999,-,27.65,-,-0.45,-1.63,-57.80,-13.79
LODHA,846.00,847.75,831.15,832.80,-13.95,-1.65,0.32,0.03,2.71,0.03,"1,221.90",711.00,.00,.00,31-DEC-2999,-,846.75,-,-13.95,-1.65,-22.30,-4.71
DEVYANI,142.00,142.55,138.20,139.25,-2.40,-1.69,5.95,0.60,8.32,0.08,215.00,138.20,.00,.00,31-DEC-2999,-,141.65,-,-2.40,-1.69,-18.54,-8.96
IEX,147.90,147.90,145.00,145.45,-2.50,-1.69,11.91,1.19,17.42,0.17,251.50,129.25,.00,.00,31-DEC-2999,-,147.95,-,-2.50,-1.69,-36.43,0.97
LICHSGFIN,335.00,335.00,326.00,329.20,-6.05,-1.80,8.41,0.84,27.68,0.28,443.60,291.75,429.50,187.05,31-DEC-2999,-,335.25,-,-6.05,-1.80,-10.13,-8.11
RELAXO,830.05,832.60,811.00,812.65,-16.60,-2.00,0.24,0.02,1.96,0.02,"1,179.15",748.00,548.90,169.05,31-DEC-2999,-,829.25,-,-16.60,-2.00,-22.81,2.89
TRENT,"1,345.00","1,345.00","1,308.35","1,317.10",-28.05,-2.09,1.67,0.17,22.05,0.22,"1,551.70",982.85,"1,575.90",950.00,31-DEC-2999,-,"1,345.15",-,-28.05,-2.09,1.30,-1.57
AWL,428.55,428.55,406.50,412.50,-8.80,-2.09,16.92,1.69,70.45,0.70,878.00,327.25,.00,.00,31-DEC-2999,-,421.30,-,-8.80,-2.09,3.84,0.40
JSWENERGY,247.95,249.45,239.10,241.80,-6.15,-2.48,4.01,0.40,9.77,0.10,369.00,182.05,97.40,39.85,31-DEC-2999,-,247.95,-,-6.15,-2.48,-4.60,8.16
AUBANK,570.00,570.20,548.00,554.35,-15.30,-2.69,10.69,1.07,59.30,0.59,732.98,539.00,.00,.00,31-DEC-2999,-,569.65,-,-15.30,-2.69,-55.14,-8.39
AJANTPHARM,"1,140.40","1,199.00","1,131.70","1,195.95",-33.95,-2.76,1.75,0.17,20.56,0.21,"2,010.00","1,111.60","2,526.95",776.65,24-MAR-2023,BUY BACK,"1,229.90",-,-33.95,-2.76,-38.79,-1.94
SAIL,85.05,85.05,82.70,83.45,-1.40,-1.65,102.71,10.27,85.81,0.86,112.35,63.60,112.95,54.05,24-MAR-2023,INTERIM DIVIDEND - RE 1 PER SHARE,85.85,-,-1.40,-1.65,-19.06,-4.25
JINDALSTEL,557.95,557.95,535.00,539.05,-18.15,-3.26,14.69,1.47,79.89,0.80,622.75,304.20,351.00,127.70,31-DEC-2999,-,557.20,-,-18.15,-3.26,5.53,-8.53
ABCAPITAL,152.80,152.80,145.75,147.80,-6.35,-4.12,33.94,3.39,50.28,0.50,162.45,85.60,.00,.00,31-DEC-2999,-,154.15,-,-6.35,-4.12,35.10,3.32
